datarichiestapremio,id_player,nomepremio,puntipremio,tipopremio,formatPremio,deliveryMode
2021-10-30,334714.0,Cucina,16000,basic,physical,home
2021-05-13,946620.0,10€ Coupon Hero*,0,special,physical,home
2021-05-23,946620.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-12-01,946620.0,Clinica Veterinaria,12500,basic,physical,home
2021-06-20,1179592.0,Pochette summer,0,special,physical,home
2022-01-31,1179592.0,Calendario personalizzato,5500,basic,digital,email
2022-01-26,1179592.0,Buono Sconto Leolandia,0,special,digital,email
2021-12-27,522526.0,Casetta Pretty,25000,basic,physical,home
2022-01-09,1296960.0,Valigetta del dottore,8000,basic,physical,home
2022-01-04,1296960.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-01-30,1600598.0,Inventa favole Montessori,6000,basic,physical,home
2022-08-20,1600598.0,Ruspa,14500,basic,physical,home
2022-01-18,341614.0,Bicicletta Personalizzata,21000,basic,physical,home
2021-09-23,699728.0,Bicicletta Personalizzata,21000,basic,physical,home
2022-01-07,450774.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-24,469680.0,15€ Buono sconto Pampers,12000,basic,physical,home
2021-12-02,117800.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-03-14,117800.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2022-01-26,117800.0,Clinica Veterinaria,12500,basic,physical,home
2021-08-03,220004.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-23,220004.0,Valigetta del dottore,8000,basic,physical,home
2022-01-10,1283100.0,Registratore di cassa,7000,basic,physical,home
2022-01-27,169272.0,Banco lavoro,16000,basic,physical,home
2022-01-08,236662.0,Primi Passi Personalizzata,12500,basic,physical,home
2021-11-03,355606.0,Buono Sconto Leolandia,1000,gift,digital,email
2022-05-14,355606.0,Playset Aereo,9000,basic,physical,home
2022-01-17,355606.0,Trattore,21000,basic,physical,home
2022-01-17,67310.0,Calendario personalizzato,5500,basic,digital,email
2022-01-14,599576.0,15€ Buono sconto Pampers,12000,basic,physical,home
2021-08-14,1081412.0,Buono sconto Carrera,1000,gift,digital,email
2021-07-12,1081412.0,Buono sconto Semiperdo,3000,gift,digital,email
2021-10-07,1050030.0,Supermercato,14500,basic,physical,home
2021-04-14,438906.0,Buono sconto MyMi,9000,gift,digital,email
2021-04-11,438906.0,Calendario personalizzato,5500,basic,digital,email
2022-01-10,438906.0,Cucina,16000,basic,physical,home
2021-12-30,438906.0,Buono Sconto Leolandia,0,special,digital,email
2021-12-01,1136172.0,Casetta Pretty,25000,basic,physical,home
2021-11-04,1279014.0,Buono Sconto Tonki,6000,gift,digital,email
2021-11-04,1279014.0,Buono Sconto Zac4Kids,3000,gift,digital,email
2021-11-04,1279014.0,Buono Sconto Leolandia,1000,gift,digital,email
2022-01-27,1279014.0,Clinica Veterinaria,12500,basic,physical,home
2021-12-28,1279014.0,Trattore,21000,basic,physical,home
2021-03-24,130164.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-03-24,130164.0,Buono sconto Carrera,1000,gift,digital,email
2021-11-18,130164.0,Casetta Pretty,25000,basic,physical,home
2022-01-31,913486.0,Primi Passi,12500,basic,physical,home
2021-09-26,318892.0,Valigetta del dottore,8000,basic,physical,home
2021-09-29,318892.0,Registratore di cassa,7000,basic,physical,home
2021-12-14,641504.0,Clinica Veterinaria,12500,basic,physical,home
2021-12-20,1306192.0,Calendario personalizzato,5500,basic,digital,email
2022-01-22,1551658.0,5€ Buono sconto Pampers,5500,basic,physical,home
2022-01-29,940408.0,Clinica Veterinaria,12500,basic,physical,home
2021-08-12,479770.0,Cucina,16000,basic,physical,home
2022-01-31,479770.0,15€ Buono sconto Pampers,12000,basic,physical,home
2022-01-30,479770.0,Buono Sconto Leolandia,0,special,digital,email
2022-07-28,1445312.0,Kit Green Generation,0,special,physical,home
2022-01-31,1445312.0,Inventa favole Montessori,6000,basic,physical,home
2021-12-26,1439024.0,Buono Sconto Leolandia,1000,gift,digital,email
2022-01-31,1008070.0,Inventa favole Montessori,6000,basic,physical,home
2022-01-31,1008070.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-31,1470920.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-31,1470920.0,5€ Buono sconto Pampers,5500,basic,physical,home
2021-12-06,1470920.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-31,1470920.0,Buono Sconto Photosì,3000,gift,digital,email
2021-11-01,322770.0,Trattore,21000,basic,physical,home
2021-11-01,322770.0,Buono Sconto Leolandia,1000,gift,digital,email
2022-01-22,213556.0,Supermercato,14500,basic,physical,home
2021-04-15,521710.0,Buono sconto Carrera,1000,gift,digital,email
2021-08-02,521710.0,Playset Aereo,9500,basic,physical,home
2022-01-09,521710.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-09,521710.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-19,521710.0,Velocipede Personalizzato,18000,basic,physical,home
2021-12-26,246958.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-06,246958.0,15€ Buono sconto Pampers,12000,basic,physical,home
2021-12-26,246958.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-29,412618.0,Playset Aereo,9500,basic,physical,home
2022-01-29,412618.0,10€ Buono sconto Pampers,9000,basic,physical,home
2021-04-21,559926.0,Buono sconto Carrera,1000,gift,digital,email
2021-04-21,559926.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2022-01-22,559926.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2021-06-15,339900.0,Buono sconto Carrera,1000,gift,digital,email
2022-01-18,78734.0,Clinica Veterinaria,12500,basic,physical,home
2021-06-20,1173908.0,10€ Coupon Hero*,0,special,physical,home
2022-01-30,1173908.0,Valigetta del dottore,8000,basic,physical,home
2021-10-09,195068.0,Bicicletta Personalizzata,21000,basic,physical,home
2022-01-19,195068.0,Valigetta del dottore,8000,basic,physical,home
2021-12-27,1567690.0,Buono Sconto Leolandia,0,special,digital,email
2021-10-29,461302.0,Buono Sconto Tonki,6000,gift,digital,email
2021-10-29,461302.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-17,911830.0,Supermercato,14500,basic,physical,home
2022-01-31,569198.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-01-27,1480322.0,Flashcards della buonanotte,6000,basic,physical,home
2021-06-22,222858.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2021-07-13,222858.0,Buono sconto Semiperdo,3000,gift,digital,email
2021-08-20,222858.0,Buono sconto Playmobil,6000,gift,digital,email
2022-01-21,222858.0,Trattore,21000,basic,physical,home
2022-02-24,1697108.0,A pesca,5500,basic,physical,home
2022-06-25,1697108.0,Ruspa,14500,basic,physical,home
2022-01-12,1371186.0,Playset Paperelle,7000,basic,physical,home
2021-12-17,1371186.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-21,1348068.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-10-02,1442010.0,Buono sconto My Sweetie Pie,3000,gift,digital,email
2022-08-06,1442010.0,Bicicletta,23000,basic,physical,home
2022-01-31,1442010.0,Primi Passi Personalizzata,12500,basic,physical,home
2022-01-25,1442010.0,Buono Sconto Leolandia,0,special,digital,email
2022-07-25,1723032.0,Scrivania,14500,basic,physical,home
2021-08-17,1427050.0,Pochette summer,0,special,physical,home
2022-01-05,1205296.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-05-02,1205296.0,Festa della Mamma: Pochette,0,special,physical,home
2021-09-22,328070.0,Trattore,21000,basic,physical,home
2022-01-29,328070.0,10€ Buono sconto Pampers,9000,basic,physical,home
2022-01-12,964822.0,15€ Buono sconto Pampers,12000,basic,physical,home
2022-01-14,964822.0,Bicicletta,21000,basic,physical,home
2022-01-24,964822.0,Buono Sconto Leolandia,0,special,digital,email
2021-12-16,964822.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-12-16,964822.0,Buono Sconto Landoloux,9000,gift,digital,email
2022-03-25,66348.0,Supermercato,14500,basic,physical,home
2021-08-14,208226.0,Bicicletta Personalizzata,21000,basic,physical,home
2022-01-29,208226.0,Tazza personalizzata con foto,10000,basic,digital,email
2022-01-30,1285392.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-01-30,1285392.0,Supermercato,14500,basic,physical,home
2021-06-26,1336548.0,Pochette summer,0,special,physical,home
2022-01-31,1336548.0,Registratore di cassa,7000,basic,physical,home
2022-01-31,1336548.0,Registratore di cassa,7000,basic,physical,home
2022-01-30,932344.0,Cucina,16000,basic,physical,home
2021-12-12,33016.0,Primi Passi,12500,basic,physical,home
2022-07-24,33016.0,Valigetta cucina,7000,basic,physical,home
2021-11-30,678628.0,Cucina,16000,basic,physical,home
2021-03-07,983088.0,Buono sconto Carrera,1000,gift,digital,email
2021-10-02,983088.0,Primi Passi Personalizzata,12500,basic,physical,home
2022-01-30,983088.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-31,983088.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-31,1513718.0,Calendario personalizzato,5500,basic,digital,email
2022-01-28,1513718.0,Calendario personalizzato,5500,basic,digital,email
2022-01-21,1492712.0,Inventa favole Montessori,6000,basic,physical,home
2021-08-31,114998.0,Trattore,21000,basic,physical,home
2022-07-30,1919326.0,Kit Green Generation,0,special,physical,home
2022-01-21,1289472.0,10€ Buono sconto Pampers,9000,basic,physical,home
2021-07-16,1375870.0,Pochette summer,0,special,physical,home
2021-04-12,487956.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2022-01-14,23282.0,Clinica Veterinaria,12500,basic,physical,home
2021-11-03,500744.0,Cucina,16000,basic,physical,home
2022-01-04,1269020.0,Banco lavoro,16000,basic,physical,home
2021-12-14,924954.0,Supermercato,14500,basic,physical,home
2021-11-20,285518.0,Cucina,16000,basic,physical,home
2022-01-21,176912.0,Valigetta del dottore,8000,basic,physical,home
2022-01-09,176912.0,Bicicletta Personalizzata,21000,basic,physical,home
2021-04-14,954280.0,Buono sconto Carrera,1000,gift,digital,email
2022-01-11,954280.0,Calendario personalizzato,5500,basic,digital,email
2022-01-11,954280.0,Valigetta del dottore,8000,basic,physical,home
2022-01-08,954280.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-08,954280.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-13,918322.0,Inventa favole Montessori,6000,basic,physical,home
2021-12-29,562320.0,Buono Sconto Leolandia,0,special,digital,email
2021-08-29,562320.0,Bicicletta Personalizzata,21000,basic,physical,home
2022-01-29,1363826.0,Valigetta del dottore,8000,basic,physical,home
2022-05-27,1715554.0,Ruspa,14500,basic,physical,home
2021-08-14,1408112.0,Pochette summer,0,special,physical,home
2022-01-25,526904.0,Primi Passi Personalizzata,12500,basic,physical,home
2021-12-26,1482336.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-08,1482336.0,Cavallino gonfiabile,9500,basic,physical,home
2021-12-06,1482336.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-05-20,1482336.0,Pizzeria,18000,basic,physical,home
2022-01-30,508522.0,Supermercato,14500,basic,physical,home
2021-11-14,611454.0,Cucina,16000,basic,physical,home
2022-01-20,1025992.0,Playset Aereo,9500,basic,physical,home
2021-11-24,1315206.0,Playset Aereo,9500,basic,physical,home
2022-01-07,1401772.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-24,1081372.0,Banco lavoro,16000,basic,physical,home
2022-01-28,330524.0,Registratore di cassa,7000,basic,physical,home
2022-01-28,330524.0,Valigetta del dottore,8000,basic,physical,home
2022-01-04,1289330.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-12-27,470270.0,Cucina,16000,basic,physical,home
2021-12-17,286048.0,Playset Aereo,9500,basic,physical,home
2021-12-17,286048.0,Valigetta del dottore,8000,basic,physical,home
2021-05-29,1056124.0,Buono sconto Carrera,1000,gift,digital,email
2022-01-06,1056124.0,Cucina,16000,basic,physical,home
2021-06-19,1316444.0,Pochette summer,0,special,physical,home
2022-01-20,1187734.0,Primi Passi Personalizzata,12500,basic,physical,home
2022-01-31,484902.0,Banco lavoro,16000,basic,physical,home
2021-05-25,909874.0,Trattore,21000,basic,physical,home
2022-01-08,1261322.0,Calendario personalizzato,5500,basic,digital,email
2022-01-29,595272.0,Bicicletta Personalizzata,21000,basic,physical,home
2022-01-22,1585376.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-21,1585376.0,Inventa favole Montessori,6000,basic,physical,home
2022-01-04,101078.0,Cucina,16000,basic,physical,home
2022-01-16,250612.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-01-16,250612.0,Flashcards della buonanotte,6000,basic,physical,home
2021-06-02,250612.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-12-30,1065964.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-17,1065964.0,Calendario personalizzato,5500,basic,digital,email
2022-01-31,943480.0,Playset Aereo,9500,basic,physical,home
2022-01-20,1267824.0,10€ Buono sconto Pampers,9000,basic,physical,home
2022-01-18,1197808.0,Inventa favole Montessori,6000,basic,physical,home
2022-01-18,1197808.0,Flashcards della buonanotte,6000,basic,physical,home
2022-08-01,1197808.0,Ruspa,14500,basic,physical,home
2021-06-13,656572.0,10€ Coupon Hero*,0,special,physical,home
2022-01-31,656572.0,15€ Buono sconto Pampers,12000,basic,physical,home
2021-12-19,217090.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-12-19,217090.0,Buono Sconto Landoloux,9000,gift,digital,email
2022-01-29,994032.0,Trattore,21000,basic,physical,home
2022-01-02,1410236.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-06,1410236.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-05,296240.0,Cucina,16000,basic,physical,home
2022-01-13,1184678.0,Calendario personalizzato,5500,basic,digital,email
2022-01-01,1427824.0,Cucina,16000,basic,physical,home
2022-07-15,1427824.0,Un mese di palestra online,0,special,digital,email
2022-01-31,1225000.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-01-31,1225000.0,5€ Buono sconto Pampers,5500,basic,physical,home
2022-01-25,1537458.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-19,280350.0,Calendario personalizzato,5500,basic,digital,email
2022-01-31,280350.0,Valigetta del dottore,8000,basic,physical,home
2021-12-05,504778.0,Bicicletta,21000,basic,physical,home
2022-08-13,286048.0,A pesca,5500,basic,physical,home
2022-08-13,286048.0,Valigetta cucina,7000,basic,physical,home
2022-01-15,1122036.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-12-19,1122036.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-31,723758.0,Cucina,16000,basic,physical,home
2021-06-28,1345752.0,Pochette summer,0,special,physical,home
2022-01-27,958168.0,Clinica Veterinaria,12500,basic,physical,home
2021-11-18,1024580.0,Buono Sconto Leolandia,1000,gift,digital,email
2021-11-11,1024580.0,Buono Sconto Zac4Kids,3000,gift,digital,email
2021-11-11,1024580.0,Buono Sconto Tonki,6000,gift,digital,email
2021-11-19,1024580.0,Valigetta del dottore,8000,basic,physical,home
2022-01-31,1155166.0,Primi Passi,12500,basic,physical,home
2022-01-11,1376346.0,Banco lavoro,16000,basic,physical,home
2022-09-04,1373710.0,Valigetta cucina,7000,basic,physical,home
2022-01-05,331500.0,Playset Aereo,9500,basic,physical,home
2022-01-05,331500.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-05,331500.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-05,331500.0,Buono Sconto Photosì,3000,gift,digital,email
2021-10-07,507470.0,Inventa favole Montessori,6000,basic,physical,home
2022-06-28,507470.0,Monopattino,20000,basic,physical,home
2021-07-10,488940.0,Buono sconto Semiperdo,3000,gift,digital,email
2022-01-07,488940.0,Banco lavoro,16000,basic,physical,home
2021-06-30,488940.0,Primi Passi,12500,basic,physical,home
2022-01-24,963258.0,Primi Passi,12500,basic,physical,home
2021-05-24,521790.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-07-26,425972.0,Buono sconto Playmobil,6000,gift,digital,email
2021-10-30,425972.0,Velocipede Personalizzato,18000,basic,physical,home
2021-06-05,425972.0,Buono sconto MyMi,9000,gift,digital,email
2021-10-19,425972.0,Buono Sconto Leolandia,1000,gift,digital,email
2021-12-14,15072.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-27,1294610.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-06-24,1294610.0,Pizzeria,18000,basic,physical,home
2021-07-30,261998.0,Buono sconto My Sweetie Pie,3000,gift,digital,email
2021-11-24,261998.0,Buono Sconto Leolandia,1000,gift,digital,email
2021-11-12,1272646.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-19,1272646.0,5€ Buono sconto Pampers,5500,basic,physical,home
2022-01-24,657066.0,Trattore,21000,basic,physical,home
2021-03-31,573108.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-07-11,573108.0,Buono sconto Semiperdo,3000,gift,digital,email
2021-11-05,573108.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-25,278134.0,Trattore,21000,basic,physical,home
2022-01-16,155662.0,10€ Buono sconto Pampers,9000,basic,physical,home
2021-06-18,155662.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2022-01-24,307148.0,Casetta Pretty,25000,basic,physical,home
2021-08-01,515804.0,Ciondolino Manufatto,6000,basic,physical,home
2022-01-31,134752.0,20€ Buono sconto Pampers,14500,basic,physical,home
2022-01-02,493836.0,Banco lavoro,16000,basic,physical,home
2021-11-02,1400022.0,Buono Sconto Leolandia,1000,gift,digital,email
2021-11-02,1400022.0,Buono Sconto Zac4Kids,3000,gift,digital,email
2022-01-11,411738.0,Playset Aereo,9500,basic,physical,home
2021-10-28,411738.0,Buono Sconto Leolandia,1000,gift,digital,email
2021-10-28,411738.0,Buono Sconto Tonki,6000,gift,digital,email
2022-01-13,687556.0,Valigetta del dottore,8000,basic,physical,home
2022-01-23,378422.0,Clinica Veterinaria,12500,basic,physical,home
2021-12-09,359864.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-10,166404.0,Buono Sconto Leolandia,0,special,digital,email
2021-06-07,166404.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2021-06-07,166404.0,Buono sconto Carrera,1000,gift,digital,email
2021-06-07,166404.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2022-09-03,166404.0,Monopattino,20000,basic,physical,home
2021-06-07,166404.0,Buono sconto Playmobil,6000,gift,digital,email
2021-06-07,166404.0,Buono sconto MyMi,9000,gift,digital,email
2021-09-03,166404.0,Valigetta del dottore,8000,basic,physical,home
2022-01-12,1490108.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-12,1490108.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-23,1490108.0,Calendario personalizzato,5500,basic,digital,email
2021-04-01,43334.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2021-10-21,280288.0,3 mesi di FitPrime TV,8000,basic,digital,email
2021-07-27,539438.0,Buono sconto Carrera,1000,gift,digital,email
2022-01-02,610000.0,Trattore,21000,basic,physical,home
2022-01-05,108612.0,Casetta Pretty,25000,basic,physical,home
2021-12-22,108612.0,Buono Sconto Leolandia,0,special,digital,email
2021-03-19,342128.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2022-01-30,342128.0,Bicicletta,21000,basic,physical,home
2021-12-29,644122.0,Cucina,16000,basic,physical,home
2022-01-21,1526514.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-12-01,188516.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-12-01,188516.0,Buono Sconto Zac4Kids,3000,gift,digital,email
2021-12-01,188516.0,Buono Sconto Landoloux,9000,gift,digital,email
2022-07-01,188516.0,Mercatino,16000,basic,physical,home
2022-01-03,202184.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-10,202184.0,Valigetta del dottore,8000,basic,physical,home
2022-08-16,202184.0,Bicicletta,23000,basic,physical,home
2021-03-07,427738.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2022-01-12,411886.0,Cucina,16000,basic,physical,home
2022-01-30,411886.0,Buono Sconto Leolandia,0,special,digital,email
2021-09-09,918376.0,Supermercato,14500,basic,physical,home
2021-12-11,918376.0,Registratore di cassa,7000,basic,physical,home
2021-04-09,571180.0,Buono sconto Carrera,1000,gift,digital,email
2021-04-09,571180.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-04-09,571180.0,Buono sconto Playmobil,6000,gift,digital,email
2022-01-12,571180.0,Supermercato,14500,basic,physical,home
2021-03-22,259850.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-11-08,259850.0,Playset Aereo,9500,basic,physical,home
2021-11-06,259850.0,Buono Sconto Leolandia,1000,gift,digital,email
2021-11-06,259850.0,Calendario personalizzato,5500,basic,digital,email
2022-01-23,1016830.0,Supermercato,14500,basic,physical,home
2021-06-11,1117306.0,10€ Coupon Hero*,0,special,physical,home
2022-01-12,1117306.0,Playset Aereo,9500,basic,physical,home
2021-08-08,1117306.0,Buono sconto My Sweetie Pie,3000,gift,digital,email
2021-05-05,1117306.0,Buono sconto Carrera,1000,gift,digital,email
2021-08-14,1117306.0,Primi Passi Personalizzata,12500,basic,physical,home
2021-10-11,134550.0,Trattore,21000,basic,physical,home
2021-12-27,134550.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-15,134550.0,Buono Sconto Photosì,3000,gift,digital,email
2021-11-01,1044242.0,Valigetta del dottore,8000,basic,physical,home
2022-08-18,929998.0,Quad Racer Elettrico,25000,basic,physical,home
2021-12-27,929998.0,Bicicletta Personalizzata,21000,basic,physical,home
2021-09-11,948890.0,Buono sconto MyMi,9000,gift,digital,email
2021-12-17,948890.0,Supermercato,14500,basic,physical,home
2021-06-19,948890.0,Buono sconto Playmobil,6000,gift,digital,email
2022-01-21,948890.0,Valigetta del dottore,8000,basic,physical,home
2022-01-26,1165952.0,Registratore di cassa,7000,basic,physical,home
2021-06-15,1305936.0,Pochette summer,0,special,physical,home
2021-07-02,1014256.0,Buono sconto Carrera,1000,gift,digital,email
2021-07-02,1014256.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2022-01-31,1014256.0,10€ Buono sconto Pampers,9000,basic,physical,home
2021-05-04,416890.0,Buono sconto Carrera,1000,gift,digital,email
2021-03-24,413680.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-28,413680.0,Clinica Veterinaria,12500,basic,physical,home
2022-01-28,210542.0,Supermercato,14500,basic,physical,home
2021-08-25,170880.0,Supermercato,14500,basic,physical,home
2022-01-14,670650.0,Bicicletta,21000,basic,physical,home
2022-01-18,553032.0,20€ Buono sconto Pampers,14500,basic,physical,home
2021-06-05,1265966.0,Bicicletta,21000,basic,physical,home
2021-07-30,214054.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-27,260676.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-09,954164.0,Playset Aereo,9500,basic,physical,home
2022-01-25,1397342.0,Valigetta del dottore,8000,basic,physical,home
2021-10-27,1500996.0,Buono Sconto Leolandia,1000,gift,digital,email
2022-01-28,1500996.0,Tazza personalizzata con foto,10000,basic,digital,email
2022-01-29,178684.0,Flashcards della buonanotte,6000,basic,physical,home
2022-01-29,178684.0,Registratore di cassa,7000,basic,physical,home
2021-09-12,39558.0,Velocipede Personalizzato,18000,basic,physical,home
2022-01-28,168328.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2021-10-21,168328.0,Buono Sconto Zac4Kids,3000,gift,digital,email
2022-01-31,168328.0,Clinica Veterinaria,12500,basic,physical,home
2022-02-15,914558.0,Casetta Pretty,25000,basic,physical,home
2022-01-31,1314176.0,Ciondolino Manufatto,6000,basic,physical,home
2021-11-21,15732.0,Inventa favole Montessori,6000,basic,physical,home
2021-05-14,280750.0,Cavallino gonfiabile,9500,basic,physical,home
2022-01-31,280750.0,Valigetta del dottore,8000,basic,physical,home
2022-01-31,40094.0,Trattore,21000,basic,physical,home
2022-01-31,414200.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2021-05-28,1055274.0,Buono Sconto Sviluppofoto,3000,gift,digital,email
2021-04-26,1055274.0,Buono sconto Carrera,1000,gift,digital,email
2022-01-21,1055274.0,Tazza personalizzata con foto,10000,basic,digital,email
2022-09-09,1692746.0,Ukulele,14000,basic,physical,home
2022-05-11,1692746.0,Ruspa,14500,basic,physical,home
2022-08-01,1692746.0,Kit Green Generation,0,special,physical,home
2022-01-13,117354.0,Registratore di cassa,7000,basic,physical,home
2022-08-04,117354.0,Kit Green Generation,0,special,physical,home
2022-01-24,316892.0,Calendario personalizzato,5500,basic,digital,email
2021-11-23,702042.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-10,545592.0,Casetta Pretty,25000,basic,physical,home
2022-01-17,151362.0,Registratore di cassa,7000,basic,physical,home
2022-01-17,414150.0,Clinica Veterinaria,12500,basic,physical,home
2022-01-31,201082.0,Valigetta del dottore,8000,basic,physical,home
2022-01-31,201082.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-31,201082.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-31,201082.0,Inventa favole Montessori,6000,basic,physical,home
2022-01-31,205808.0,Flashcards della buonanotte,6000,basic,physical,home
2022-01-23,427738.0,Buono Sconto Leolandia,0,special,digital,email
2021-12-06,427738.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-10-09,427738.0,Cucina,16000,basic,physical,home
2022-01-28,427738.0,5€ Buono sconto Pampers,5500,basic,physical,home
2022-01-15,56158.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-31,56158.0,Calendario personalizzato,5500,basic,digital,email
2022-01-17,56158.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-31,56158.0,Banco lavoro,16000,basic,physical,home
2021-05-03,554034.0,Buono sconto Playmobil,6000,gift,digital,email
2022-01-31,554034.0,Primi Passi Personalizzata,12500,basic,physical,home
2021-07-14,185266.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-06,185266.0,Registratore di cassa,7000,basic,physical,home
2021-06-15,26556.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2021-11-14,26556.0,Buono Sconto Leolandia,1000,gift,digital,email
2021-12-07,26556.0,Tazza personalizzata con foto,10000,basic,digital,email
2021-11-09,502682.0,Supermercato,14500,basic,physical,home
2022-01-27,1178786.0,Valigetta del dottore,8000,basic,physical,home
2021-10-31,1057490.0,Buono Sconto Leolandia,1000,gift,digital,email
2022-01-22,1057490.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-27,1057490.0,Registratore di cassa,7000,basic,physical,home
2022-01-31,1048672.0,Clinica Veterinaria,12500,basic,physical,home
2021-12-27,903872.0,Buono Sconto Leolandia,0,special,digital,email
2021-12-27,903872.0,Buono Sconto Clementoni,1000,gift,digital,email
2021-12-27,903872.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-30,903872.0,Supermercato,14500,basic,physical,home
2021-12-27,903872.0,Buono Sconto Landoloux,9000,gift,digital,email
2021-11-26,437782.0,Casetta Pretty Personalizzata,25000,basic,physical,home
2022-01-31,1663700.0,3 mesi di FitPrime TV,8000,basic,digital,email
2022-01-31,1663700.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-24,1121458.0,Flashcards della buonanotte,6000,basic,physical,home
2022-01-24,1121458.0,Buono Sconto Photosì,3000,gift,digital,email
2022-01-31,196428.0,Bicicletta Personalizzata,21000,basic,physical,home
2021-12-11,1530156.0,Buono Sconto Clementoni,1000,gift,digital,email
2022-01-31,1530156.0,Buono Sconto Leolandia,0,special,digital,email
2022-01-29,1530156.0,Buono Sconto Photosì,3000,gift,digital,email
